time_s,x_m,y_m,z_m,qw,qx,qy,qz,wheel_x_rad,wheel_y_rad,wheel_z_rad,vx_world_m_s,vy_world_m_s,vz_world_m_s,wx_body_rad_s,wy_body_rad_s,wz_body_rad_s,wheel_x_relative_rad_s,wheel_y_relative_rad_s,wheel_z_relative_rad_s,active_contacts,normal_force_n,minimum_contact_distance_m,max_loaded_point_slip_m_s,energy_work_residual_j,max_abs_energy_work_residual_all_steps_j,brake_work_j_subset_of_constraint_work,max_positive_brake_power_stage_w,phase_code,minimum_cube_corner_height_m,geometric_contact_count,potential_j,kinetic_j,motor_work_j,passive_work_j,constraint_work_j,command_x_nm,command_y_nm,command_z_nm,delayed_x_nm,delayed_y_nm,delayed_z_nm,applied_x_nm,applied_y_nm,applied_z_nm,saturated_x_bool,saturated_y_bool,saturated_z_bool,speed_cutoff_x_bool,speed_cutoff_y_bool,speed_cutoff_z_bool,speed_exceeded_x_bool,speed_exceeded_y_bool,speed_exceeded_z_bool,angular_momentum_x_world_nms,angular_momentum_y_world_nms,angular_momentum_z_world_nms,linear_momentum_x_world_kg_m_s,linear_momentum_y_world_kg_m_s,linear_momentum_z_world_kg_m_s,omega_world_x_rad_s,omega_world_y_rad_s,omega_world_z_rad_s,wheel_absolute_axial_x_rad_s,wheel_absolute_axial_y_rad_s,wheel_absolute_axial_z_rad_s,attitude_error_x_body_rad,attitude_error_y_body_rad,attitude_error_z_body_rad,brake_limit_x_nm,brake_limit_y_nm,brake_limit_z_nm,brake_torque_x_nm,brake_torque_y_nm,brake_torque_z_nm,ground_angular_impulse_x_world_nms,ground_angular_impulse_y_world_nms,ground_angular_impulse_z_world_nms,momentum_residual_x_world_nms,momentum_residual_y_world_nms,momentum_residual_z_world_nms,ground_force_x_world_n,ground_force_y_world_n,ground_force_z_world_n,wheel_relative_axial_momentum_x_body_axis_nms,wheel_relative_axial_momentum_y_body_axis_nms,wheel_relative_axial_momentum_z_body_axis_nms
0.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.60884,0.0,0.0,0.0,0.0,0.15707963267948966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7853981633974484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009999999999999995,3.462390072380431e-07,3.46239007238043e-07,0.11999124672918102,0.9999999999978562,-1.4640084970184955e-06,1.4640084970184974e-06,2.8464698920371563e-25,2.928016994039208e-06,-2.9280169940391636e-06,4.833998800760557e-23,4.930910331946374e-05,4.9309103319463735e-05,-0.0009742471690767902,-0.0004140514418984191,0.0004140514418984192,-6.872652489168197e-23,0.0004140514418984388,-0.0004140514418984357,1.1004158717300722e-20,4.0,12.775021453028799,-9.455993868631718e-06,5.309000675408477e-07,-4.9344385477220125e-08,4.934438761031421e-08,0.0,0.0,1.0,-9.455993868645596e-06,4.0,1.6087279099550251,6.287671748889836e-07,0.0,0.0,-0.00011141193341445187,0.1570794256537687,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.462608220648047e-06,4.462608220648048e-06,4.191325929342462e-23,6.741422645286728e-05,6.741422645286727e-05,-0.0012731461622677398,-0.00041405144189841865,0.00041405144189841876,-6.72789588191249e-23,1.973247953923618e-17,-1.6479873021779667e-17,1.0935432192409041e-20,0.7854010914138694,-2.775934715465143e-06,1.1498298074079607e-06,0.0,0.0,0.0,0.0,0.0,0.0,-4.462608220647993e-06,4.462608220647877e-06,-2.754025123394427e-23,-5.421010862427522e-20,1.7110065534536867e-19,6.945351052736888e-23,0.0003001908764840158,0.0003001908764839539,12.775021453028799,1.8632314885429747e-08,-1.8632314885429608e-08,4.951871422785325e-25
0.019999999999999934,7.976169745575585e-07,7.976169745575586e-07,0.1199829210186815,0.9999999999887896,-3.348141463718775e-06,3.3481414637187743e-06,-6.012801334996752e-25,6.696282927462997e-06,-6.696282927462807e-06,1.5392804599020583e-22,3.792058221178531e-05,3.792058221178532e-05,-0.0006648825642053169,-0.0003149540634859742,0.00031495406348597423,-2.533197426414025e-22,0.0003149540634860202,-0.000314954063485997,9.373030999270083e-21,4.0,12.797767773441553,-1.8686083840174783e-05,1.8248619248807504e-07,-4.934438484644485e-08,4.934438761031421e-08,0.0,0.0,1.0,-1.8686083840174783e-05,4.0,1.608621140699158,2.938395051231419e-07,0.0,0.0,-0.00021851611695207057,0.15707947520245794,0.0,-0.0,0.15707963267948966,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.394545823569038e-06,3.394545823569038e-06,-2.7892105864380545e-24,5.181635563875142e-05,5.181635563875143e-05,-0.0008693866322268058,-0.00031495406348597396,0.000314954063485974,-2.541469232425965e-22,4.6024382222009663e-17,-2.2768245622195593e-17,9.119711256628681e-21,0.7854048596773793,-6.348477113729793e-06,2.6296253209220823e-06,0.0,0.0,0.0,0.0,0.0,0.0,-3.394545823570101e-06,3.3945458235698814e-06,-3.9834910709880184e-23,1.063026348804147e-18,-8.43221298991656e-19,3.704570012344213e-23,-0.002358418752847269,0.0022052556192973948,12.797767773441553,1.417293285687091e-08,-1.4172932856869866e-08,4.217863949671538e-25
0.029999999999999874,1.0936363966644797e-06,1.183056627288781e-06,0.11997783810534073,0.99999999997728,-4.951904902586134e-06,4.573812838740236e-06,-1.3190192927908161e-10,0.02223212603202655,-9.147625678469759e-06,2.66625357653269e-10,2.1953322199256795e-05,3.453016605733535e-05,-0.00037050020759886204,-0.00028686281073513694,0.0001812646174832625,-1.9114675651345018e-08,4.444731307255183,-0.0001812646174833142,1.9114675651362138e-08,4.0,12.78375162705913,-2.4448056011386332e-05,2.3426436153743346e-07,-4.934438520482788e-08,4.934438761031421e-08,0.0,0.0,1.0,-2.4448056011386332e-05,4.0,1.6085558741936214,0.000444536886133273,0.0004445085949819818,0.0,-0.0002840481708421582,0.15485726702586206,0.0,-0.0,0.1570794256537687,0.0,-0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019690301942696658,1.948453579307601e-06,-7.226129754098795e-09,2.998955445871002e-05,4.718392835249109e-05,-0.00048539532529721615,-0.00028686281085838156,0.00018126461737373473,-1.828577233278671e-08,4.444444444444448,-5.1689338573246424e-17,1.711932995739746e-20,0.7854080672016617,-8.672395043819679e-06,3.592516658014791e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00019690301942696466,1.9484535793087278e-06,-7.226129754112656e-09,1.9244588561617704e-18,-1.1265538198482195e-18,1.3860238343938532e-20,-0.0018465392892904869,-0.0017993518247832652,12.78375162705913,0.00020001290882648326,-8.15690778674914e-09,8.601604043112962e-13
0.04000000000000012,1.2555372346455652e-06,1.4593926639108147e-06,0.11997511922835137,0.9999999999676794,-6.096824743514966e-06,5.241106727639806e-06,-1.483962454986965e-10,0.08890108253837517,-1.0482213456141608e-05,3.035178969995076e-10,1.1375614486399298e-05,2.0944713588763384e-05,-0.00019067291600390632,-0.00017308042024820214,9.361135907994226e-05,7.083976241993639e-09,8.889061969309136,-9.361135908001667e-05,-7.083976241978148e-09,4.0,12.770177296964212,-2.7601859687781394e-05,2.2930658281401525e-07,-4.934438626149132e-08,4.934438761031421e-08,0.0,0.0,1.0,-2.7601859687781394e-05,4.0,1.6085209159072955,0.001777802434388895,0.001777887725108954,0.0,-0.00031912003903837485,0.1526351016948351,0.0,0.0,0.15707947520245794,0.0,-0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039813064317111214,1.0050224224024202e-06,-8.021169097249999e-09,1.5537110669268756e-05,2.8612801683247005e-05,-0.00025000834977341533,-0.00017308042014263687,9.361135922179265e-05,7.756778049943104e-09,8.888888888888888,-7.440337408681774e-17,1.5491438511893102e-20,0.7854103570395929,-9.937652976068754e-06,4.116640294684471e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00039813064317111257,1.0050224224024757e-06,-8.021169097304336e-09,-4.336808689942018e-19,-5.548065804515667e-20,5.433749443860839e-20,-0.0010742481341531572,-0.0016767552929918717,12.770177296964212,0.00040000778861891113,-4.21251115860075e-09,-3.1877893088901666e-13
0.050000000000000405,1.3371199925258094e-06,1.61557278404474e-06,0.11997374641488466,0.9999999999617317,-6.74102647842259e-06,5.576458618570624e-06,-9.618135033988306e-11,0.20001348205295677,-1.11529172372061e-05,2.0175717161251984e-10,5.569602085865421e-06,1.1100792052942287e-05,-9.445370837505409e-05,-9.141018605133174e-05,4.574067107596059e-05,1.1005085460016543e-08,13.333424743519384,-4.5740671076070004e-05,-1.100508546000456e-08,4.0,12.761849303228516,-2.92097631694882e-05,1.5759263377734796e-07,-4.9344386179091954e-08,4.934438761031421e-08,0.0,0.0,1.0,-2.920976316950208e-05,4.0,1.60850325466455,0.004000006070106408,0.004000135715400586,0.0,-0.00033682563635812533,0.15041292030772996,0.0,0.0,0.15485726702586206,0.0,-0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000599012541588096,4.907407380637673e-07,-8.816545263540462e-09,7.606307802554733e-06,1.516238440515221e-05,-0.00012388704168493473,-9.141018591754803e-05,4.574067124463109e-05,1.1407897548083374e-08,13.333333333333332,-1.094163279945215e-16,1.1982538353443159e-20,0.7854116454420931,-1.0573562457156224e-05,4.379926633783797e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0005990125415880954,4.907407380625233e-07,-8.81654526340738e-09,5.421010862427522e-19,1.2439737621613468e-18,-1.330817800312064e-19,-0.0005578323363779867,-0.0010213503134244035,12.761849303228516,0.0006000041134583723,-2.0583301984231505e-09,-4.952288457002053e-13
0.06000000000000069,1.3764364672498697e-06,1.695761884182219e-06,0.11997307302209669,0.999999999958541,-7.070844813200822e-06,5.737806094375643e-06,-4.7058702434996484e-11,0.3555696972451824,-1.1475612188112858e-05,1.0501585682634865e-10,2.6386841088383036e-06,5.5212535959091e-06,-4.586379541285064e-05,-4.536760654623181e-05,2.1642983711741087e-05,8.027402766705385e-09,17.777823145384325,-2.164298371187686e-05,-8.027402766694682e-09,4.0,12.757385586730287,-3.000103422051703e-05,8.963216505020855e-08,-4.9344386454479305e-08,4.934438761031421e-08,0.0,0.0,1.0,-3.000103422051703e-05,4.0,1.6084945897919376,0.007111112543569251,0.007111260019245097,0.0,-0.00034550833935186916,0.1481907211067975,0.0,0.0,0.1526351016948351,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007995098644731427,2.3209833896143796e-07,-1.0259215041000666e-08,3.603362840054533e-06,7.540627165062207e-06,-6.015902587838058e-05,-4.5367606450844466e-05,2.1642983831049106e-05,8.24195546573907e-09,17.77777777777778,-1.357726051812863e-16,1.0703717126436178e-20,0.7854123050782745,-1.0879535783429e-05,4.506555812070528e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.000799509864473144,2.3209833895813172e-07,-1.025921504090887e-08,-1.3010426069826053e-18,3.306234290929551e-18,-9.179554129745969e-20,-0.00027345205653605615,-0.000542112068014147,12.757385586730287,0.0008000020415422946,-9.739342670344588e-10,-3.612331245012607e-13
0.07000000000000098,1.3948823973778828e-06,1.734980894829131e-06,0.11997274778614633,0.9999999999569529,-7.231873235181911e-06,5.813425304077252e-06,-1.4672309551549797e-11,0.5555700193020268,-1.162685060705587e-05,4.102172475166147e-11,1.2246319235519264e-06,2.653065294719208e-06,-2.2027751437938848e-05,-2.1771525134108302e-05,1.0036399809484883e-05,4.938046331674566e-09,22.222243993747345,-1.0036399809637335e-05,-4.938046331664323e-09,4.0,12.755129738721724,-3.0383064840128204e-05,4.641458518222925e-08,-4.9344386384223005e-08,4.934438761031421e-08,0.0,0.0,1.0,-3.0383064840128204e-05,4.0,1.6084904049131523,0.011111111441360762,0.011111266460381984,0.0,-0.0003497007614826536,0.14596851068261602,0.0,0.0,0.15041292030772996,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009997647709519663,1.075937835707466e-07,-1.2149936181642606e-08,1.6722702360998377e-06,3.6231929080558635e-06,-2.8890543721652333e-05,-2.1771525075772218e-05,1.0036399882327257e-05,5.046016658739664e-09,22.22222222222221,-1.52452377978618e-16,1.0242977525244142e-20,0.7854126271348851,-1.1022944601104754e-05,4.5658857447729385e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0009997647709519698,1.0759378356490223e-07,-1.2149936181549884e-08,-3.469446951953614e-18,5.844368517377062e-18,-9.272198358351908e-20,-0.00012966351661734864,-0.00026982420229514293,12.755129738721724,0.0010000009797186305,-4.5163799143368013e-10,-2.2221208492489455e-13
0.08000000000000126,1.4033887430178958e-06,1.7536444017465956e-06,0.11997259204482953,0.9999999999561933,-7.308421771597544e-06,5.848272895599077e-06,4.830966841694117e-12,0.8000146168435442,-1.1696545789822304e-05,2.401188111711779e-12,5.606488657438697e-07,1.2493728916077956e-06,-1.051498181534498e-05,-1.0244295961888503e-05,4.592210422086003e-06,2.9673999924984218e-09,26.666676910962632,-4.5922104222214286e-06,-2.967399992488249e-09,4.0,12.754022804962288,-3.056554086298957e-05,2.2868974660643112e-08,-4.934438689596643e-08,4.934438761031421e-08,0.0,0.0,1.0,-3.056554086300345e-05,4.0,1.6084884012591645,0.016000000075145692,0.01600015841121232,0.0,-0.00035170773251531185,0.14374629422400836,0.0,0.0,0.1481907211067975,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011998893097283619,4.921621502146548e-08,-1.428140771125918e-08,7.655560813464573e-07,1.7061611310726475e-06,-1.3788170038689418e-05,-1.0244295926916361e-05,4.592210465746202e-06,3.0200992475368763e-09,26.66666666666667,-1.3542532167291205e-16,1.0172667173177134e-20,0.7854127802318492,-1.1089035271269048e-05,4.593218071272802e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0011998893097283666,4.921621501283749e-08,-1.4281407711410247e-08,-4.7704895589362195e-18,8.62799009729561e-18,1.5106634090933434e-19,-6.022112819079112e-05,-0.00012971225080171103,12.754022804962288,0.0012000004609933185,-2.066494689999643e-10,-1.335329996619712e-13
0.09000000000000155,1.4072658552748012e-06,1.7623816243192936e-06,0.1199725178268101,0.9999999999558377,-7.344233763323196e-06,5.864148514982661e-06,1.6781750794353496e-11,1.0889035773564173,-1.1728297028419264e-05,-2.131354993824797e-11,2.542281380713342e-07,5.810981334053091e-07,-5.001923060954041e-06,-4.762314581229438e-06,2.081538443049818e-06,1.891621517922027e-09,31.111115873425685,-2.0815384431971267e-06,-1.8916215179119594e-09,4.0,12.753488145027074,-3.065216373847324e-05,1.0975182178664804e-08,-4.9344386843924726e-08,4.934438761031421e-08,0.0,0.0,1.0,-3.065216373845936e-05,4.0,1.6084874466437633,0.021777777794749643,0.021777937621469765,0.0,-0.0003526638385700065,0.14152407474277684,0.0,0.0,0.14596851068261602,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013999485402319066,2.230267041358505e-08,-1.6530835723540673e-08,3.4713311192535456e-07,7.935404188407957e-07,-6.55725155837954e-06,-4.762314558965568e-06,2.081538470860659e-06,1.9169007477209285e-09,31.111111111111104,-1.4730877040641625e-16,1.00676152353829e-20,0.7854128518557831,-1.111914680109955e-05,4.605664127319497e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0013999485402319157,2.2302670402420607e-08,-1.6530835723726226e-08,-9.107298248878237e-18,1.1164443492738414e-17,1.8555315500789517e-19,-2.7588630539138623e-05,-6.110338296837206e-05,12.753488145027074,0.001400000214304156,-9.366922994387071e-11,-8.512296830603817e-14
