time_s,x_m,y_m,z_m,qw,qx,qy,qz,wheel_x_rad,wheel_y_rad,wheel_z_rad,vx_world_m_s,vy_world_m_s,vz_world_m_s,wx_body_rad_s,wy_body_rad_s,wz_body_rad_s,wheel_x_relative_rad_s,wheel_y_relative_rad_s,wheel_z_relative_rad_s,active_contacts,normal_force_n,minimum_contact_distance_m,max_loaded_point_slip_m_s,potential_j,kinetic_j,motor_work_j,passive_work_j,constraint_work_j,command_x_nm,command_y_nm,command_z_nm,delayed_x_nm,delayed_y_nm,delayed_z_nm,applied_x_nm,applied_y_nm,applied_z_nm,saturated_x_bool,saturated_y_bool,saturated_z_bool,speed_cutoff_x_bool,speed_cutoff_y_bool,speed_cutoff_z_bool,speed_exceeded_x_bool,speed_exceeded_y_bool,speed_exceeded_z_bool,angular_momentum_x_world_nms,angular_momentum_y_world_nms,angular_momentum_z_world_nms,linear_momentum_x_world_kg_m_s,linear_momentum_y_world_kg_m_s,linear_momentum_z_world_kg_m_s,omega_world_x_rad_s,omega_world_y_rad_s,omega_world_z_rad_s,wheel_absolute_axial_x_rad_s,wheel_absolute_axial_y_rad_s,wheel_absolute_axial_z_rad_s,attitude_error_x_body_rad,attitude_error_y_body_rad,attitude_error_z_body_rad
0.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,3.345446292035624e-07,3.345446292035634e-07,0.11995374845253799,0.9999999999979953,-1.415827068991157e-06,1.4158270689911528e-06,1.2731785809098477e-23,2.8316541379845376e-06,-2.8316541379841357e-06,2.0535009863713823e-22,5.247205029303666e-05,5.247205029303674e-05,-0.0013185504946098428,-0.0004410639693830666,0.000441063969383066,6.899465436041082e-21,0.0004410639693831457,-0.0004410639693830605,2.9024378167409103e-20,4.0,13.340526219412677,-4.693114349287042e-05,6.301395657501345e-07,1.6082497095581543,1.1454541259991683e-06,0.0,0.0,-0.0006283838592319671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.753746748413512e-06,4.753746748413505e-06,1.2510719529054556e-22,7.174215715293408e-05,7.174215715293417e-05,-0.0017211726864859178,-0.00044106396938306644,0.00044106396938306585,6.897604279607512e-21,7.909254848281755e-17,5.5294310796760726e-18,3.592384360345019e-20,2.831654137984207e-06,-2.8316541379841984e-06,-2.5463571618213973e-23
0.020000000000000004,8.06902861461577e-07,8.069028614615781e-07,0.11995371715771337,0.9999999999885205,-3.3881308344733936e-06,3.388130834473389e-06,2.228582668353114e-23,6.776261668974099e-06,-6.776261668972792e-06,6.027008648578731e-22,3.860372372818348e-05,3.860372372818347e-05,0.0006610520361306964,-0.0003204868692143722,0.0003204868692143723,1.4521412139730533e-21,0.00032048686921450325,-0.0003204868692144241,4.138995337429475e-20,4.0,12.814158478696083,-4.790913957700149e-05,2.1634151074458375e-07,1.6082486913066836,2.8391106671829215e-07,0.0,0.0,-0.00063213820715764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.454177892989184e-06,3.454177892989188e-06,-2.9805963129179806e-23,5.2748701052989576e-05,5.274870105298956e-05,0.0008542398223154647,-0.00032048686921437217,0.0003204868692143722,1.4488324914561618e-21,1.310258325448732e-16,-5.182486384480711e-17,4.284209458826781e-20,6.776261668972717e-06,-6.776261668972707e-06,-4.4571653367232835e-23
0.030000000000000013,1.1012119264317035e-06,1.1012119264317047e-06,0.11996089247514244,0.9999999999787862,-4.605865755155965e-06,4.605865755155958e-06,2.3268937510401463e-23,9.211731510379967e-06,-9.211731510377891e-06,8.995468989507123e-22,2.129752494435075e-05,2.129752494435075e-05,0.0006629213679090482,-0.00017569372743745108,0.00017569372743745108,-5.530998661238007e-23,0.00017569372743762065,-0.00017569372743754145,1.684752332003649e-20,4.0,12.722799735468275,-4.131833023730824e-05,3.081675146792344e-07,1.6083398158554543,2.847753086805526e-07,0.0,0.0,-0.0005413122899914338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8936107764383085e-06,1.8936107764383117e-06,-1.8906428639975874e-24,2.9092306351941196e-05,2.9092306351941196e-05,0.0008589866527479068,-0.00017569372743745114,0.00017569372743745114,-5.758473329220753e-23,1.695692197767329e-16,-9.03682510766668e-17,1.679221333342411e-20,9.211731510377068e-06,-9.211731510377055e-06,-4.6537875021132006e-23
0.04000000000000002,1.2564921068999824e-06,1.2564921068999836e-06,0.11996624650461311,0.9999999999724865,-5.245379385340786e-06,5.245379385340777e-06,1.9112008927816115e-23,1.0490758770781914e-05,-1.0490758770779123e-05,1.0658781722623622e-21,1.0820026503811335e-05,1.082002650381134e-05,0.0004090670793715598,-8.899318637371e-05,8.899318637370997e-05,-9.653013493449549e-22,8.89931863738218e-05,-8.899318637372955e-05,1.6208759890905634e-20,4.0,12.722601591941167,-3.627126428516758e-05,2.0146615988273997e-07,1.6084078950351974,1.0843997549860465e-07,0.0,0.0,-0.0004734104321338151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.591603479801782e-07,9.591603479801822e-07,-1.3161744643926706e-23,1.4777965008169259e-05,1.4777965008169263e-05,0.0005303632972635082,-8.899318637371008e-05,8.899318637371005e-05,-9.665421201575481e-22,1.1180834903756764e-16,-1.9583401740519424e-17,1.524345854156068e-20,1.0490758770777781e-05,-1.0490758770777764e-05,-3.822401785598278e-23
0.05000000000000003,1.3343014048688655e-06,1.3343014048688666e-06,0.11996931379025842,0.9999999999690296,-5.565157862758808e-06,5.5651578627587996e-06,1.598964966709299e-23,1.1130315725637766e-05,-1.1130315725634158e-05,1.2027466595166118e-21,5.360875228163787e-06,5.360875228163785e-06,0.0002195845342852326,-4.4037972665096265e-05,4.403797266509628e-05,-6.739522126915868e-22,4.403797266521445e-05,-4.403797266513509e-05,1.272891645645197e-20,4.0,12.734228706523924,-3.335747064966976e-05,1.0896940709283045e-07,1.6084469117430873,3.1248892751247453e-08,0.0,0.0,-0.00043443328934965753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74637204340773e-07,4.7463720434077675e-07,-1.6975936217075467e-23,7.3214337353854135e-06,7.321433735385412e-06,0.00028475527916574345,-4.403797266509631e-05,4.4037972665096326e-05,-6.748827907972178e-22,1.1818481306449802e-16,-3.881443777498106e-17,1.2054964243760383e-20,1.1130315725632514e-05,-1.1130315725632497e-05,-3.1979299334516104e-23
0.06000000000000004,1.3727339460830184e-06,1.3727339460830195e-06,0.11997091097193764,0.9999999999672483,-5.7229789247385995e-06,5.722978924738591e-06,1.1574887098685288e-23,1.1445957849608728e-05,-1.1445957849604684e-05,1.3405472860715397e-21,2.6431944886388317e-06,2.643194488638833e-06,0.00011102482555054225,-2.170438613683416e-05,2.1704386136834154e-05,-5.626292202143151e-22,2.1704386136971536e-05,-2.1704386136930676e-05,1.3554449137440288e-20,4.0,12.742921195742992,-3.1836042225147354e-05,5.5173623665776893e-08,1.6084672310572954,7.98882381290804e-09,0.0,0.0,-0.00041410893947268693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3392787030099624e-07,2.3392787030099798e-07,-5.170764712919678e-24,3.609783949462585e-06,3.6097839494625866e-06,0.00014398499906272125,-2.1704386136834195e-05,2.170438613683419e-05,-5.628877140820288e-22,1.3737519151749145e-16,-9.652109840552203e-17,1.2991819917225973e-20,1.144595784960215e-05,-1.1445957849602133e-05,-2.3149774197623292e-23
0.07000000000000005,1.391692327022499e-06,1.3916923270225001e-06,0.1199717067103142,0.9999999999663515,-5.800813417155244e-06,5.800813417155236e-06,9.793694848546459e-24,1.1601626834448754e-05,-1.1601626834444188e-05,1.479145358480128e-21,1.3053662128411165e-06,1.3053662128411082e-06,5.4494965698520855e-05,-1.0718318984187093e-05,1.0718318984187164e-05,-1.994611360425675e-22,1.0718318984375843e-05,-1.0718318984296533e-05,1.3846966771671305e-20,4.0,12.747903610927715,-3.107766397443534e-05,2.7343091007002218e-08,1.6084773546747262,1.9246544070619657e-09,0.0,0.0,-0.0004039751155248367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1552105262826973e-07,1.1552105262827405e-07,6.621087073170885e-25,1.7827206389564137e-06,1.782720638956402e-06,7.06719603147542e-05,-1.0718318984187114e-05,1.0718318984187185e-05,-2.0044341299312757e-22,1.8874943383435927e-16,-1.0936889414947526e-16,1.3647505635628738e-20,1.1601626834440607e-05,-1.1601626834440592e-05,-1.9587389697312603e-23
0.08000000000000006,1.4010664473493636e-06,1.4010664473493646e-06,0.11997209428058649,0.9999999999659035,-5.839299416642646e-06,5.83929941664264e-06,9.386435913775406e-24,1.1678598833428017e-05,-1.1678598833423006e-05,1.6158101814836596e-21,6.464024391973327e-07,6.46402439197296e-07,2.6330655122036836e-05,-5.3078453997000146e-06,5.3078453997003254e-06,6.014041524423586e-23,5.307845399863043e-06,-5.307845399880338e-06,1.3391442732300282e-20,4.0,12.750498517740063,-3.0708566766873835e-05,1.349511804507627e-08,1.608482285276743,4.493169296853566e-10,0.0,0.0,-0.00039903750044832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.720746776299974e-08,5.720746776300232e-08,1.632176760219241e-23,8.827849423371903e-07,8.827849423371403e-07,3.4144925140453113e-05,-5.307845399700024e-06,5.307845399700335e-06,5.64439518736871e-23,1.6302843135803519e-16,-1.8001228898343116e-16,1.3451583147544518e-20,1.1678598833418019e-05,-1.1678598833418007e-05,-1.8772871827764164e-23
0.09000000000000007,1.4057126342008612e-06,1.405712634200862e-06,0.11997228075704415,0.9999999999656795,-5.858375649181142e-06,5.858375649181138e-06,9.340751321765502e-24,1.1716751298507933e-05,-1.171675129850312e-05,1.7483886480198316e-21,3.2067884569964766e-07,3.2067884569964734e-07,1.261290946155295e-05,-2.6333467758407245e-06,2.6333467758407202e-06,-1.4744153833925878e-22,2.633346776010175e-06,-2.6333467760078737e-06,1.3598065975865772e-20,4.0,12.751791408561665,-3.053124679348873e-05,6.671456769767148e-09,1.6084846574225269,1.0309709260699207e-10,0.0,0.0,-0.00039666146789882133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8381968471839778e-08,2.8381968471839838e-08,-1.493990437244993e-24,4.3794877994506763e-07,4.3794877994506716e-07,1.6354648257942856e-05,-2.6333467758407245e-06,2.6333467758407202e-06,-1.474156889248754e-22,1.694506351641173e-16,-1.6715348181116363e-16,1.3450624437526513e-20,1.1716751298496325e-05,-1.1716751298496317e-05,-1.8681502643744724e-23
